@relation EEG_DATA

@attribute AF3 numeric
@attribute AF4 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute FC5 numeric
@attribute FC6 numeric
@attribute T7 numeric
@attribute T8 numeric
@attribute P7 numeric
@attribute P8 numeric
@attribute O1 numeric
@attribute O2 numeric

@data
-14.998744654768965,-20.72626719111892,-3.4085424572263325,-7.760832338323065,1.7347689251466318,-21.30417343002005,0.9668455713287321,-11.856061873734555,1.6436138283864647,-5.243057687962802,2.218866316424095,-2.7973580028434775,-0.4864970190152158,-1.9123070276857699
-14.16023823706702,-19.815382041358077,-3.186775696053449,-7.458439779785003,2.0315326553394386,-20.595172634279113,1.0996739589145204,-11.480625277097452,1.6005197224786407,-5.1318853569062926,2.1246425346313305,-2.772061594814172,-0.5031291344823685,-1.9193629604888645
-13.27138033657157,-18.860008216423434,-2.950406266381365,-7.143305158764582,2.362337405094253,-19.863453834583126,1.248177212787618,-11.094482814185163,1.556847891168449,-5.021532439687571,2.025989253252829,-2.7506465149850396,-0.5225655908093605,-1.9315374082531869
-12.33676996072997,-17.864145653808055,-2.7007759545158607,-6.816558583081638,2.723972926528094,-19.110968400491675,1.4108756809946787,-10.698538617885452,1.512638586213551,-4.911877419657497,1.923303404039487,-2.73272462207378,-0.5445390013584535,-1.948333620866643
-11.361503331013646,-16.832184203693977,-2.4393769687281406,-6.479429774403979,3.112814321381926,-18.339795941660814,1.5860976667323197,-10.293745246434165,1.4679280367617433,-4.80275441548154,1.8170197138917392,-2.7178433121676844,-0.5687455488007169,-1.969181582998967
-10.351152672777665,-15.768904364825875,-2.167843335032649,-6.13325303372192,3.5248673254371403,-17.552172619843375,1.7720007183466473,-9.881121758980644,1.4227520406267609,-4.693967825272895,1.70761118272588,-2.705497456215214,-0.5948496110494679,-1.9934491267561851
-9.311699692894505,-14.67944258079587,-1.8879285728326645,-5.779463178674724,3.9558515303406914,-16.750507956965127,1.9666104917142642,-9.461767487076983,1.377149940665885,-4.585311082809397,1.5955861282988142,-2.695147261878717,-0.6224917238336944,-2.0204597643976308
-8.249423320322174,-13.569183158198358,-1.601474258156915,-5.419562416500723,4.401262147985415,-15.937316886733582,2.167848990927218,-9.036827852472538,1.3311615856923116,-4.476561954986398,1.4814772403212235,-2.6862222225020576,-0.6512932600738585,-2.0495000102615104
-7.17093368495144,-12.443873713107415,-1.3104091192009424,-5.055174263571371,4.856482764124973,-15.115401236402285,2.3735884085324397,-8.607600651877089,1.2848445392123562,-4.367544704646851,1.3658548494343037,-2.6781636850882795,-0.6808696456926384,-2.079855210276512
-6.083208924170897,-11.309633290689574,-1.0167627840163442,-4.688039913919146,5.316721684767071,-14.287818872647007,2.581621266345155,-8.175515586467514,1.238269697447552,-4.258111576898942,1.2493272287271362,-2.670409105396896,-0.7108239940012164,-2.11079457903311
-4.993368246191226,-10.172709171190936,-0.7226053410892355,-4.3199381660301395,5.777097546759959,-13.45769829466599,2.7896988769466335,-7.7420365155817885,1.1915102821101176,-4.148115156907551,1.1325154935527852,-2.6623869639207935,-0.7407521963012672,-2.1415746414868004
-3.9086559682188797,-9.039522831848387,-0.43003514520323455,-3.9527132504143943,6.2327455433683685,-12.628348259961559,2.995581607814558,-7.308727716119776,1.1446534833017936,-4.037452727726241,1.0160594254964155,-2.6535497693065175,-0.7702544341350918,-2.1714684775311746
-2.836612238525708,-7.916798366749279,-0.14123115352497373,-3.5883061362655146,6.678666376713522,-11.803291197690111,3.1969688243089815,-6.877264178738414,1.0977980034153003,-3.9260470291464644,0.9006297926264453,-2.6433490366906156,-0.7989217049608833,-2.1997380552029386
-1.784927040014695,-6.811345020155738,0.14157827308962517,-3.22867064864961,7.109684396543402,-10.986025261988345,3.3914776247694416,-6.449297973763236,1.0510349634708969,-3.8137836817844186,0.7869048596416449,-2.631199743475443,-0.826328306530739,-2.2256083877926067
-0.7611763763337607,-5.729906692704506,0.4162022834165322,-2.8757505308342575,7.520757198499562,-10.180065964626598,3.5767872583566582,-6.026497946200234,1.0044611394438479,-3.700576124452483,0.6755571199756168,-2.6165443598891667,-0.8520611392825658,-2.248332338019988
0.22721380748249365,-4.679206170535004,0.6805075848460289,-2.53151069193746,7.907120939265943,-9.389077926501535,3.7507077494354073,-5.610630300801457,0.9581935328573522,-3.5864220771698565,0.5672592805018198,-2.5988958891487735,-0.8757351763183481,-2.267229284989996
1.1728201869346622,-3.6659695671566963,0.932362355447498,-2.1979183716299904,8.264022512686406,-8.61673556142951,3.911054193376499,-5.203467228653552,0.9123502261552588,-3.471323445360723,0.4626844966044897,-2.57777052136476,-0.8969665346845953,-2.281621469123489
2.068404960021539,-2.6967738873589133,1.169690443046084,-1.8769017191590418,8.586857772349099,-7.866658387122666,4.0557106100530955,-4.8067586509344915,0.8670500894070015,-3.355296028133146,0.36249138541169373,-2.5527065827636735,-0.9153842838354598,-2.2908568017913584
2.906990553417038,-1.7781111518658446,1.3905094207513755,-1.5703999282185677,8.871428798041288,-7.142630427526065,4.182751333073234,-4.422367239615504,0.8224375444595633,-3.2384662732497635,0.2673331136943515,-2.5233391311451254,-0.9306576218682002,-2.294376303068308
3.6818527758822106,-0.9162590174029036,1.5929115445558217,-1.2802931190577203,9.113724090707798,-6.448339890093049,4.29033675130742,-4.052112825608874,0.7786559792455096,-3.1209717375220913,0.17784170280666012,-2.4893277893237697,-0.9424715418917449,-2.2916511263340498
4.3865796385010505,-0.11720709193764345,1.7750780773470078,-1.0083759334892515,9.309923839663293,-5.7873103939042645,4.376715246098956,-3.6977347127792717,0.7358427978037624,-3.0029461027019386,0.09462024121691953,-2.4503497934061356,-0.950526267758565,-2.282178552415059
5.015330898266252,0.6133999483087373,1.935376278488494,-0.7563833402716461,9.456849372136483,-5.163119264616118,4.440434026237043,-3.361036459243046,0.6941603934698483,-2.8846499995544996,0.018240803217613427,-2.406211216134918,-0.954582207507626,-2.2655876730218028
5.562837506146364,1.270309613536588,2.072353230791062,-0.5259654456194434,9.551886924916317,-4.579304923998791,4.4803029537000345,-3.043830631380376,0.6537867553708044,-2.7664359478673255,-0.05076124776317605,-2.356821669815161,-0.9544514788154999,-2.241617379539435
6.0241191621281525,1.8484864982536682,2.184644549939683,-0.3187194677830341,9.592678393905617,-4.039349508650428,4.495250469134586,-2.7479125172340186,0.6149040498259873,-2.648689096870661,-0.11187137191164284,-2.302133148935603,-0.9499690097657666,-2.2100534112458394
6.394879732391983,2.343503888986273,2.2710837423223897,-0.1360672661645449,9.577321562875548,-3.546418320607018,4.484414841676996,-2.4749270784867115,0.5776857684696612,-2.5318026547447774,-0.1646357206364482,-2.2421481710965927,-0.9410070924921765,-2.1707491306489706
6.6716977504959845,2.751680643519971,2.330761412967029,0.020776186981365324,9.504548849194506,-3.1033350274871854,4.447227182863836,-2.226364904793515,0.5423007326764103,-2.416204071447302,-0.2086741117634881,-2.1769510929539817,-0.9274915538192724,-2.123659347419664
6.851710080170305,3.0696914157193524,2.3629474113778017,0.1506642502021838,9.373688642846055,-2.7129388697523638,4.383396123646839,-2.0037573481609092,0.5089384341782232,-2.302430848762834,-0.2436389309382143,-2.106742056401569,-0.9094036396172781,-2.068858871092913
6.932919634276229,3.294907743964872,2.367171359135779,0.25263319795941663,9.18476339793373,-2.3778112274537295,4.292951426768894,-1.808530849212992,0.4777918798643806,-2.19108474383216,-0.2692505295204522,-2.0318241041267893,-0.8867849145271457,-2.0065419699013463
6.914511044709994,3.4257364429662287,2.3433067078100667,0.32601366004407506,8.938608545971595,-2.1000175085958284,4.176297405521239,-1.6418708465511338,0.44904225944372506,-2.0827932395161453,-0.28533215203188417,-1.9525960506455848,-0.8597443239298455,-1.9370271085880602
6.796149615143582,3.4609395045399305,2.2913750674092217,0.3702210197147354,8.636494951905195,-1.8815414774009478,4.034040440363652,-1.5049412017844501,0.42287893629749534,-1.9782426852745594,-0.2917409617481698,-1.8695305406588416,-0.8284298809436752,-1.8607135877720982
6.577963029159943,3.3996181656847786,2.2115408724948042,0.3847509067815031,8.280116182010682,-1.7242930598802884,3.8669831110018373,-1.398887821989362,0.39949961205808615,-1.878177830569942,-0.28836645922197257,-1.783172517323881,-0.793027606961282,-1.7780795786708972
6.261254323639494,3.2419215146204414,2.104308249313936,0.3694013509526171,7.871945560238189,-1.629633684035584,3.6762868418221806,-1.3245958611702877,0.3790866609913478,-1.7833556855173331,-0.2752026682549112,-1.6941525778796382,-0.7537873307870859,-1.689718432596648
5.848169059854102,2.98868959993533,1.9704324019327935,0.3241552291886932,7.415110957824229,-1.5986486258748782,3.463415658558628,-1.2828333301195027,0.3618233164206365,-1.6945862219308716,-0.25231129725669577,-1.603194545630904,-0.7110152613562404,-1.596333733863373
5.341311410618021,2.641172106114044,1.810800981306054,0.2491138228482957,6.913043269483113,-1.6322076364733624,3.2299730206835107,-1.2742655982322957,0.3478866786020533,-1.612683627044966,-0.21979493179719073,-1.5110552556225463,-0.6650423676732826,-1.4986736528118647
4.744169233050665,2.2014481584754804,1.6265517924406643,0.14462785153124494,6.369693522135461,-1.7306871326752709,2.97780079910336,-1.2993137269651474,0.33743412985981003,-1.538440751208388,-0.17783975109865363,-1.4185339264297507,-0.6162402313513661,-1.3975538185263585
4.061023275022079,1.6722149688111156,1.4190629785681335,0.011204925727304256,5.789679841750408,-1.8942662167245345,2.7090498982264486,-1.3583258395906446,0.33063019461763243,-1.4727239039768842,-0.12669176048025285,-1.3265345272929783,-0.5650391822187595,-1.2939083926361703
3.2967034276606797,1.0566497075672139,1.1898726029375088,-0.15051115857827183,5.177999943776027,-2.122886422797798,2.4260461298994755,-1.4515393797746843,0.3276341289191114,-1.4164121813361095,-0.0666446432477851,-1.236006131755945,-0.5119010622060463,-1.1887297716938328
2.4569753350546053,0.3589524987594942,0.9407654056180065,-0.33953573245255525,4.539972512228071,-2.415685555326187,2.1312586921379344,-1.5787653592609894,0.32855583129673177,-1.3702558946105592,0.0019019923240729715,-1.1478661830907135,-0.45730513746967527,-1.0830152706243374
1.5483882007054908,-0.415830285439737,0.6737339842092497,-0.5546041746682455,3.8812014081194404,-2.771148500550826,1.8272846377066565,-1.7394696921357595,0.3334659041240008,-1.334905099842679,0.07846108394645226,-1.0630111026872908,-0.4017470913288216,-0.9777710728900477
0.5776957335882018,-1.2625295590883376,0.390837548196343,-0.7944308717801282,3.2075208726268616,-3.1877806452508874,1.5168284060658022,-1.9331420447018033,0.3424440187223,-1.3110557480496299,0.16253455583642906,-0.9823837459466633,-0.3457442514820834,-0.8740508139593453
-0.4479105506281157,-2.175590585757251,0.09426242592121706,-1.0576200434918104,2.5250630072631046,-3.663892136143406,1.2027316189151778,-2.1591803628744874,0.3555650552199659,-1.2994117806703702,0.25358595954649576,-0.9069613401394697,-0.2898385379283847,-0.772953177041093
-1.5205326356568554,-3.1486535352569325,-0.21362293688627204,-1.3425011694956632,1.8401502030007593,-4.19712258697169,0.8879194543362118,-2.416622648431656,0.3728601792199514,-1.3005558572476115,0.3509949306593358,-0.8376799043096685,-0.2345792327932229,-0.6755654953584239
-2.6318337704691106,-4.174831806382611,-0.5303403767933973,-1.6472188929034453,1.159180422674093,-4.784643066282258,0.5753487611119228,-2.7042522890476874,0.39432813115646176,-1.3149756383596416,0.4540857668911696,-0.7754356853629973,-0.18051544834790764,-0.5829557247019065
-3.7732159351806676,-5.246978050740697,-0.8533397243373865,-1.9698358764916737,0.4886807583316158,-5.423448605523374,0.2680351759084371,-3.0207624480103688,0.41995876681520244,-1.3431410848519505,0.5621561836185409,-0.7211292537390525,-0.12820556015958745,-0.49620463038540613
-4.935860290031594,-6.3576768889694995,-1.180015953397445,-2.308320213457453,-0.16478827188515732,-6.110292768897439,-0.030991912421295613,-3.364714773956727,0.44972505078199476,-1.3854722133848243,0.6744756949176259,-0.6756396273151226,-0.07820734514121509,-0.416381890553
-6.1107428263920385,-7.49922132111969,-1.507718432898571,-2.6605295362611305,-0.7947027567206335,-6.841621935902849,-0.31872245219397555,-3.7344993373819695,0.48357586885803133,-1.4423113703564212,0.7902824875498738,-0.6398032716116306,-0.031070491993772202,-0.34452729776233415
-7.28855199915533,-8.663527487398836,-1.8337286085799898,-3.0241835607360277,-1.3945395064442054,-7.613513898613957,-0.5921494849566853,-4.128302665747203,0.5214326293160513,-1.5139154228645881,0.908774675253936,-0.6144138568017601,0.01266101542007926,-0.28165340110943593
-8.459993436485485,-9.842304766410493,-2.1553608585547934,-3.3968886033641352,-1.9581395624856088,-8.421622530463672,-0.8484387595284391,-4.5440575756664705,0.563173241344472,-1.6003780202560007,1.0291251751664523,-0.6001463309510252,0.05248340163512953,-0.22866894334475968
-9.61612255828289,-11.027323961623273,-2.47006219469594,-3.7762081182000804,-2.4799739076961678,-9.26127786775956,-1.0850516614621908,-4.979484089580107,0.6086308709413287,-1.701605310983442,1.1505078757709555,-0.5975176841351928,0.08795617069881385,-0.1863332285071103
-10.748131691630926,-12.210405084973099,-2.775328371550844,-4.159702135175295,-2.9547200951694004,-10.127732148320604,-1.2995463090237704,-5.432248127436265,0.6576261268379963,-1.8174485332149568,1.272100074292647,-0.6069963949892857,0.11865914293598172,-0.15535864434148122
-11.847074100482718,-13.383168968277943,-3.0686244241595837,-4.544855007611481,-3.377082905375464,-11.016026443950299,-1.4894950735267076,-5.899897550983183,0.7099629979062839,-1.9477051642887784,1.3930576514202522,-0.6290212961056868,0.14417788970591672,-0.13643662312310567
-12.90418364466088,-14.537223759702682,-3.347489457395489,-4.929105404810628,-3.7421628946764973,-11.920948278019122,-1.6526564419141456,-6.37981887328858,0.7654136311240324,-2.0920432807114397,1.5125316466714211,-0.6639261821510819,0.1641385054400659,-0.13016102590058426
-13.911292383446256,-15.664599269433776,-3.6096495244317413,-5.30998667143669,-4.045634865844941,-12.837347182761176,-1.7870557274247159,-6.869401851947614,0.8237359929697748,-2.2500427525355438,1.6297128617925616,-0.7119421964918262,0.17821930528104923,-0.1370157507403635
-14.860683619311603,-16.757604626985202,-3.8529765813008447,-5.685083007926326,-4.2836683725187354,-13.76004408618491,-1.8909487452687623,-7.36599375020861,0.8846697226423326,-2.421188459491473,1.7438174288327284,-0.7732025483116334,0.1861448506728009,-0.1573839244096602
